id,job title,job industry,skills,education,experience
24491862,HOSTESS,PUBLIC-RELATIONS,"Brand development, Multi-media marketing, Google analytics, Hootsuite, Social media proficiency, Microsoft Office, Relationship building, Deadline-driven, Exceptional writing, Organization, Efficiency","Florida State University, Environmental Studies, Bachelor of Science","Student Intern, Brand Ambassador, Virtual Social Media Marketing Intern, PR Intern, Sales Associate and Brand Ambassador, Marketing and Advertising Sales Associate, Hostess"
29329075,TRANSFER RECRUITER ADMISSIONS COUNSELOR CAREER OVERVIEW,PUBLIC-RELATIONS,"administrative, photo, advertising, arts, Business Communications, charts, community hospital, Counseling, client, clients, direct mail, direction, email, event planning, expense reports, Focus, forms, government, human resource, invoicing, letters, office, office manager, payroll, personnel, print advertising, proposals, public relations, Recruiting, research, scheduling, supervising, switchboard","G.M.O.R. Theological Institute - Business Communications, Timothy J. O'Connor Training Academy - Counseling & Pastoral Care, Northern Illinois University, Chicago St. Thomas Aquinas H.S","Executive Assistant, Executive Assistant to the Chief Marketing Officer, Virtual Executive Assistant, Operator/Receptionist, Law Enforcement Officer/Police Officer"
33072201,DIRECTOR OF MARKETING EXECUTIVE,PUBLIC-RELATIONS,"Marketing, Advertising, Public Relations, ROI, Budgeting, Media Strategy, Social Media Strategy, Content Creation, Forecasting, PR, Site Layout, Strategic Planning, Teaching, Buying, Procurement, Sales, Media Buying, Training, Branding, Account Executive, Sales Presentations, Tradeshows, Business Sales, Product Marketing, Corporate Accounts, Key Account Management, CRM, Channel Management, Crisis Management, Adobe InDesign, Excel, Photoshop, Word, Powerpoint","MBA: International Business Management, University of Texas, Graduate Certificate: Asian Business Studies, Tongji University, Bachelor of Communications, Baylor University","Specialist, CEO, Senior Account Executive, Crisis Account Executive, Junior Associate, Freelance Booker, Reporter, Associate Producer, Editor"
23631724,COMMUNICATIONS DIRECTOR,PUBLIC-RELATIONS,"Superior verbal and written communication skills, Excellent media contacts, Crisis communication, Web content, Brand development and management, Analytical thinker, PowerPoint presentations, Adobe Photoshop","Bachelor of Arts: Communications, Pennsylvania State University, MFA: Creative Non-Fiction, Spalding University","Communications Director Pennsylvania Auditor General, Chief Communications Officer, Vice President, Manager, Editor/Reporter, Editor/Reporter"
14611516,PROPERTY MANAGEMENT ASSISTANT,PUBLIC-RELATIONS,"Bilingual in English and Spanish, Computer skills, Creative Writing, Strategy development, Social media coordination, Media relations, Critical thinking, Campaign management, Fact checking, Information gathering, Strategic Planning, Social media marketing","Bronx Community College, Criminal Justice, Southern New Hampshire University, Video Game Design, Associate of Arts","Public Relations Coordinator, Faculty Liaison/Textbook Supervisor, Stockroom Supervisor"
32441790,EDITOR,PUBLIC-RELATIONS,"Strong Financial Administration, Grant Management, Budget Management, Goal Planning, Business and Office Administration, Community Outreach, Team Leadership, Strong problem solver, Human Resources Administration, Workshop and Orientation Presentations, Excellent Organization Skills, Editing and Proofreading, Microsoft Office Products, Pleasant demeanor, Filing and data archiving, Customer service-oriented, Accounts payable, Accounts receivable, A/P, Bookkeeping, Budget Management, Excellent Communication, Contracts, Counseling, Clients, Databases, Editing, English, Feature Articles, Financial goal setting, Human Resources, Layout and Design, Team Leadership, Managing, meetings, Networking, Office Administration, Organization Skills, Presentations, Proofreading, Publications, QuickBooks, Recruitment, Russian, Workshops","Kuban State University, Russian Language and Literature/Editing/Public Relations","Bookkeeping Specialist, Public Relations Administrator/Bookkeeper, Project Manager"
12237267,SENIOR ACCOUNT MANAGER,PUBLIC-RELATIONS,"Administrative, Administrative support, Budget, Business operations, Clients, Customer service, Senior management, Fashion, Inventory, Logistics, Managing, Marketing, Meetings, Office, Negotiating, PR, Pricing, Reporting, Sales, Supervision, Unique",California State University - Bachelor of Arts: Business Administration,"PUBLIC RELATIONS COORDINATOR, MARKETING ASSISTANT, EXECUTIVE ASSISTANT, SPECIAL EVENTS COORDINATOR"
42332765,CUSTOMER REFERENCE PROGRAM MANAGER,PUBLIC-RELATIONS,"Customer engagement, Stakeholder relations, B2B customer programs, High tech industry focus, Problem solving, Skilled negotiator, Event planning & execution, Detail oriented, results driven, Effective communicator, Leadership","Bachelor of Science, Hotel Administration, Whittemore School of Business, University of New Hampshire","Director, Public Relations, Account Representative, Sr. Manager, Sales Intelligence, Manager, Corporate Communications"
26127853,FAST FOOD RESTAURANT MANAGER,PUBLIC-RELATIONS,"Computerized cash registers, Email software, Inventory management software, Laser printers, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Notebook computers, Personal computers, Point of sale POS software, Spreadsheet software, Adobe Acrobat, Adobe Flash, Organizing, Planning, Judging, Documenting, Team building, Training, Conflict resolution, Negotiating, Public relations, CPR, First aid","Associate's Degree: Phlebotomy Technician/Phlebotomist, Associate's Degree: Business Administration and Management, DeVry University","Public Relations Manager PR Manager, Child Daycare Worker, General Manager"
10926726,ASSISTANT DIRECTOR OF POLAR EXPEDITIONS,PUBLIC-RELATIONS,"Strong digital/film photography, photo editing, print design skills, presentation skills, PC/Mac literate, Word, Excel, Outlook, PhotoShop, InDesign, PowerPoint, MapPoint, Leo Software","Columbia College Chicago, Photography & Fiction Writing, Bachelor of Arts","Designer, Executive Assistant/Loan Closer, Public Relations Associate, Image Coordinator, Assistant"
14966165,EXECUTIVE DIRECTOR,PUBLIC-RELATIONS,"Extensive experience working with Boards of Directors, Supervision and management, Development and fund raising, Communications, Marketing, Public Relations, Fiscal Operations, Volunteer recruitment and coordination, Microsoft Office Suite","Bachelor of Science, Social and Rehabilitation Services, University of Southern Mississippi, Associate of Arts, Liberal Arts, Clarke College","Public Relations Officer, Coordinator of Community Relations, Program Development Specialist"
22754014,CONTENT STRATEGIST,PUBLIC-RELATIONS,"Microsoft Office, Social Media Marketing, Strong Editing Skills, Project Management, Exceptional Writing and Grammar, Graphic Design, Expert Computer Knowledge, Analytical Skills, Public Relations Specialist, Skilled Typist, Telephone Skills/Multi-Line, Fast & Accurate Data Entry, Correspondence, Search Engine Advertising, Vector Media, Photography, Profit & Growth Strategies, Advertising, Scheduling Appointments, Budgets, Client Relations, Customer Service, Data Entry, Editing and Copywriting, Proofing, Research","Associate of Applied Science, Marketing & Project Management, Marion Technical College, Associate of Applied Science, Interactive Media, Marion Technical College","Public Relations & Marketing Manager, Client/Community Coordinator, Project Manager | Advertising, Wireless Specialist"
28975482,OPERATIONS MANAGER CAREER OVERVIEW EXPERIENCED AND,PUBLIC-RELATIONS,"Customer Service, Receptionist, Retail Sales, Maintenance, Operations, Training, Marketing, Sales, Database, Public Relations, Advertising, Business Plans, Direct Mail, Direct Marketing, Excellent Multitasker, Human Resources, PR, Promotional, Simultaneously, Trade Show, Budgets, Business Operations, Mentoring, Monthly Sales, Ordering, Payroll, Sales Goals, Clients, Administrative Assistant, Sales In, Weekly Sales, Answering, Cash, Liaison, Order Entry, Billing, Correspondence, Finance, Inventory, Inventory Control, Of Sales, Operations Management, Problem Solving","The College of Staten Island, Bachelor of Science: Communications","Salon Manager, Floor Manager, Marketing & Public Relations Director/Manager, Administrative Assistant/Receptionist"
21663616,INTERN CLAIM REPRESENTATIVE HUMAN RESOURCES GENERALIST,PUBLIC-RELATIONS,"Project management, Leadership/communication skills, Human resources, Budgeting expertise, Negotiations expert, Employee relations, Self-motivated, Customer-oriented, conflict resolution, creativity, customer service, drafting, presentations, promotional materials, proofreading, Public Relations, public speaking, writing","University of Phoenix, Organizational Management and Leadership Diversity and Inclusion, Doctoral Degree, Illinois State University, Organizational Communications Diversity/Inclusion and Intercultural Communications, Master of Science Degree, Drake University, Journalism and Mass Communications Human Resources, Bachelor's Degree","Claim Representative, Human Resources Generalist, Public Affairs Liaison Superintendent, Claim Section Manager, Public Relations Intern"
10873344,ACCOUNT MANAGER HIGHLIGHTS EXCELLENT VERBAL AND,PUBLIC-RELATIONS,"Excellent verbal and written communication skills, Ability to successfully complete multiple tasks concurrently, Superior organization skills, Exemplary interpersonal skills, Punctual and reliable, Exceptional Computer Proficiency, Microsoft Office (Word, Access, PowerPoint, Excel), Internet Research, Social Media, CisionPoint, administrative, Adobe Photoshop, Premiere, advertisements, advertising, product analysis, art, assembly, billing, brochures, budget, interpersonal skills, clientele, customer service, database, creative development, documentation, edit, marketing, materials, networking, organizational, press releases, proposals, publications, radio, scripts, video",Seton Hall University - Public Relations and Journalism - Bachelor of Arts,"Media Coordinator, Supervising Production Coordinator, Production Intern, Public Relations Intern, Marketing Intern, Admissions Assistant"
41590605,UNIT PUBLICIST,PUBLIC-RELATIONS,"Media relations, Special events planning, Public relations expert, Project management, Promotional campaigns, Enthusiastic and dedicated team player, Problem solving, Exceptional writer, Organized and efficient, Deadline-driven","University of Michigan, Public Relations, Marketing and Advertising, Bachelor's Degree","Freelance Publicist, Manager New Business Development, Freelance Social Media Marketing Manager, Freelancer, Production Assistant/Volunteer, Office Manager, Costume Designer, Assistant Style Writer/Event Producer/Stylist, Associate, Account Coordinator, Intern, Intern, Marketing Coordinator, Sales Associate, Intern"
